ensembl_gene_id,m_measure
PGSC0003DMG400010533,0.018521265840051964
PGSC0003DMG400010542,0.049109101694164464
PGSC0003DMG401026197,0.04649066925048828
PGSC0003DMG401023448,0.05153966986614725
PGSC0003DMG400011728,0.008661487464713732
PGSC0003DMG400021693,0.010212832977855345
PGSC0003DMG400010521,0.023005161795727785
PGSC0003DMG401023562,0.02026488709210552
PGSC0003DMG400010798,0.0429462828365058
PGSC0003DMG401027132,0.04734109795611838
PGSC0003DMG400021766,0.010301575636823906
PGSC0003DMG400021726,0.011862496899842022
PGSC0003DMG401024767,0.0407405649140527
PGSC0003DMG401024877,0.020314639228642187
PGSC0003DMG401028232,0.020674750159018016
PGSC0003DMG400010475,0.030483743418817936
PGSC0003DMG400011573,0.02357881893100643
PGSC0003DMG401027561,0.03539154282381702
PGSC0003DMG400011772,0.008378937168790025
PGSC0003DMG400010720,0.038932411168331287
PGSC0003DMG401024480,0.04125436891281485
PGSC0003DMG400021499,0.010587856248145509
PGSC0003DMG400021712,0.010076664525001793
PGSC0003DMG401027320,0.02081164548229613
PGSC0003DMG401022324,0.019980872355177252
PGSC0003DMG400021721,0.023637929225405786
PGSC0003DMG401028133,0.021438617770089752
PGSC0003DMG401026555,0.0207130199292033
PGSC0003DMG400021769,0.020924377122984106
PGSC0003DMG401023603,0.020634545929057144
PGSC0003DMG400010538,0.04908157272083703
PGSC0003DMG401024352,0.039376740471575175
PGSC0003DMG400011344,0.009277341361833932
PGSC0003DMG401022579,0.03997571811229489
PGSC0003DMG400021547,0.010769114072414392
PGSC0003DMG400011527,0.019111910328045115
PGSC0003DMG401025043,0.039940014332034514
PGSC0003DMG400011414,0.008745371797845042
PGSC0003DMG400011613,0.020057644788331302
PGSC0003DMG400021411,0.021703826764191133
PGSC0003DMG400010766,0.04735007652869591
PGSC0003DMG400010611,0.04474616927845422
PGSC0003DMG401025767,0.02133664319347777
PGSC0003DMG400011403,0.009200619934795297
PGSC0003DMG401026519,0.021428106620558926
PGSC0003DMG401026765,0.02023433283419912
PGSC0003DMG400021788,0.020267024860159185
PGSC0003DMG401026931,0.05072163419181288
PGSC0003DMG400011412,0.023185411558326378
PGSC0003DMG400021743,0.023977397479278614
PGSC0003DMG401026514,0.019765314848526665
PGSC0003DMG400021589,0.010341368055900867
PGSC0003DMG401027007,0.021370001062501632
PGSC0003DMG400011447,0.008793604791860947
PGSC0003DMG401023644,0.020072358109081867
PGSC0003DMG400010588,0.044537754760538055
PGSC0003DMG400021447,0.01063179531957152
PGSC0003DMG401024140,0.021187994392420535
PGSC0003DMG400011375,0.008537910219424953
PGSC0003DMG400021403,0.022372113643385132
PGSC0003DMG400010524,0.04603652252401397
PGSC0003DMG400010467,0.01764423950858738
PGSC0003DMG400010625,0.018066503531159364
PGSC0003DMG401025898,0.037505988691961485
PGSC0003DMG400010917,0.041206174869601146
PGSC0003DMG400021481,0.020546792146558555
PGSC0003DMG400021830,0.020477882410727677
PGSC0003DMG400011561,0.016863598449401346
PGSC0003DMG400010929,0.04186073992164637
PGSC0003DMG400010577,0.03289850738933653
PGSC0003DMG401024549,0.019727837680574244
PGSC0003DMG400011688,0.022728448718139446
PGSC0003DMG400010684,0.01765088492811324
PGSC0003DMG400021478,0.010326425300814672
PGSC0003DMG400021407,0.017798374411657776
PGSC0003DMG400021397,0.010748007460707218
PGSC0003DMG401026842,0.04689763939898947
PGSC0003DMG401026044,0.021322491176949697
PGSC0003DMG400010764,0.04512453238700943
PGSC0003DMG401023772,0.019898894638520816
PGSC0003DMG400021675,0.010316754024295457
PGSC0003DMG400011404,0.020866987900264276
PGSC0003DMG400010922,0.041436498380424985
PGSC0003DMG401026153,0.047417972398840866
PGSC0003DMG401028570,0.020873557763753527
PGSC0003DMG400021750,0.02058502668530396
PGSC0003DMG400011709,0.021085552858788898
PGSC0003DMG400011720,0.024035140150576482
PGSC0003DMG400011781,0.008555680563135418
PGSC0003DMG401023595,0.04914589948877443
PGSC0003DMG400021502,0.021017654113260054
PGSC0003DMG400011474,0.008593037848878583
PGSC0003DMG400010571,0.01868474124666042
PGSC0003DMG401027166,0.020030839786083006
PGSC0003DMG401023369,0.04262119790782099
PGSC0003DMG401027116,0.02118795611786603
PGSC0003DMG400021519,0.016358386694091388
PGSC0003DMG400011557,0.008982413997236198
PGSC0003DMG401024517,0.020827133918685656
PGSC0003DMG400010472,0.01877275677428995
PGSC0003DMG401025318,0.020664859376224785
PGSC0003DMG400010698,0.017756313783269265
PGSC0003DMG401028340,0.01983355040534284
PGSC0003DMG400021409,0.01030946454540119
PGSC0003DMG401025354,0.04618273451176774
PGSC0003DMG401028385,0.020086361811711237
PGSC0003DMG400021458,0.016537680649797187
PGSC0003DMG400011524,0.021821709825518933
PGSC0003DMG400010499,0.037962792310427665
PGSC0003DMG400021509,0.022234134960652192
PGSC0003DMG400011405,0.02088965159624765
PGSC0003DMG400011416,0.008628165383569784
PGSC0003DMG400010525,0.018549042003210572
PGSC0003DMG401027184,0.020202462888481626
PGSC0003DMG400010765,0.048395998900550664
PGSC0003DMG400021598,0.020506860417794304
PGSC0003DMG400021701,0.010441272207014947
PGSC0003DMG401026043,0.020650394784168257
PGSC0003DMG400021834,0.023386079600338942
PGSC0003DMG400010661,0.018731204961055896
PGSC0003DMG400011783,0.02353695437983798
PGSC0003DMG400021829,0.02124797362517037
PGSC0003DMG401027620,0.019766561961094272
PGSC0003DMG400010804,0.043846978790385266
PGSC0003DMG400021607,0.010494769515099629
PGSC0003DMG400010649,0.041268396537040786
PGSC0003DMG400010549,0.04810226721109754
PGSC0003DMG400021573,0.01159767157247349
PGSC0003DMG400021672,0.01935196559695847
PGSC0003DMG400021513,0.010617305519982849
PGSC0003DMG401024509,0.020281038954106462
PGSC0003DMG401022455,0.02016152187334654
PGSC0003DMG400010464,0.047998004135080805
PGSC0003DMG401026149,0.020409810503190975
PGSC0003DMG400011439,0.020564313324942612
PGSC0003DMG401025788,0.021275785057042355
PGSC0003DMG401024894,0.020051104567920086
PGSC0003DMG401023841,0.049034029345049905
PGSC0003DMG400011394,0.00838238010820443
PGSC0003DMG400021483,0.02083976280709141
PGSC0003DMG400021594,0.010274860019078836
PGSC0003DMG400010866,0.028661459983391906
PGSC0003DMG400021677,0.01034039288808985
PGSC0003DMG400021668,0.010479713720152892
PGSC0003DMG400011569,0.01583618870959656
PGSC0003DMG400010847,0.017743620984131677
PGSC0003DMG401024183,0.01985579749014864
PGSC0003DMG401023823,0.020119206163795495
PGSC0003DMG400021777,0.020286459755618904
PGSC0003DMG400011480,0.0090224133907057
PGSC0003DMG400021711,0.010178229247588348
PGSC0003DMG400021529,0.02089479411384697
PGSC0003DMG400010746,0.018408504218162102
PGSC0003DMG400010812,0.04813866950197762
PGSC0003DMG400010604,0.048338312767819816
PGSC0003DMG400021445,0.010227790061937947
PGSC0003DMG400010469,0.019223359914926384
PGSC0003DMG400021565,0.019576053587542552
PGSC0003DMG401027564,0.02051873829053796
PGSC0003DMG400011411,0.009028420424421563
PGSC0003DMG400010921,0.04529082575769329
PGSC0003DMG401024737,0.020504557568094006
PGSC0003DMG400011611,0.015499072003245155
PGSC0003DMG400011563,0.023119994913397328
PGSC0003DMG400021646,0.01012569198226292
PGSC0003DMG400011460,0.008589845666901297
PGSC0003DMG400011652,0.02328192053334741
PGSC0003DMG400021808,0.011199151932297645
PGSC0003DMG400021511,0.010646686331059578
PGSC0003DMG400021661,0.016026259662710964
PGSC0003DMG400011521,0.019807200997023034
PGSC0003DMG401028572,0.04118256265901801
PGSC0003DMG400021755,0.010662665550219197
PGSC0003DMG400010740,0.018293787404446298
PGSC0003DMG400021596,0.01027902498070107
PGSC0003DMG400021606,0.010143565813169655
PGSC0003DMG400021625,0.010570749018546537
PGSC0003DMG401026400,0.02030902722208795
PGSC0003DMG400011343,0.00833501083424971
PGSC0003DMG401027023,0.020376679091947934
PGSC0003DMG400021515,0.010304042612371939
PGSC0003DMG400021583,0.0211902707566403
PGSC0003DMG401028616,0.02064364410961751
PGSC0003DMG400010880,0.017612423785155432
PGSC0003DMG401026994,0.04408193990139658
PGSC0003DMG400011541,0.019813403860356453
PGSC0003DMG400011741,0.00916140784007281
PGSC0003DMG400010797,0.0317857034230312
PGSC0003DMG401024871,0.019831542586004454
PGSC0003DMG401027165,0.02136722615730005
PGSC0003DMG400011570,0.0231227556333717
PGSC0003DMG401023672,0.021252306807399993
PGSC0003DMG400010682,0.01848562106639645
PGSC0003DMG401025831,0.023915215878183627
PGSC0003DMG400010517,0.017450645217130016
PGSC0003DMG400021682,0.02214160467030011
PGSC0003DMG400021644,0.01049655586331834
PGSC0003DMG400021728,0.025268377963210985
PGSC0003DMG400011560,0.008615930012749113
PGSC0003DMG400010774,0.03909568084920928
PGSC0003DMG400010776,0.018226969600919896
PGSC0003DMG401027044,0.020451234734576683
PGSC0003DMG401022480,0.020514835880751595
PGSC0003DMG400010881,0.04319076155340393
PGSC0003DMG400010735,0.01862071748561285
PGSC0003DMG400011402,0.008749688009984904
PGSC0003DMG400021785,0.01065770055296425
PGSC0003DMG400021802,0.0106217411404261
PGSC0003DMG401023631,0.03377614611367318
PGSC0003DMG400010634,0.017511313575566016
PGSC0003DMG400011663,0.009106512658783112
PGSC0003DMG400010632,0.044462660084600036
PGSC0003DMG400010867,0.042284758194633155
PGSC0003DMG400011562,0.02002738354003091
PGSC0003DMG400010572,0.0337770328075192
PGSC0003DMG401028328,0.020288882048233696
PGSC0003DMG400010879,0.043430350695964084
PGSC0003DMG400011499,0.008969842691055323
PGSC0003DMG400010738,0.01882190768136627
PGSC0003DMG400010679,0.046272622303021795
PGSC0003DMG400011607,0.023347881680139914
PGSC0003DMG401022411,0.022031485835046674
PGSC0003DMG400021695,0.019996526842324284
PGSC0003DMG400011406,0.025117875737618523
PGSC0003DMG401025971,0.020130682151054458
PGSC0003DMG400011430,0.023483005708366485
PGSC0003DMG400021683,0.012109998470554766
PGSC0003DMG400011383,0.00869828671565239
PGSC0003DMG400011690,0.009796358309126457
PGSC0003DMG400010548,0.018209222965814596
PGSC0003DMG400011535,0.021805096150240635
PGSC0003DMG400021591,0.010519037262625208
PGSC0003DMG400010653,0.017849049839287697
PGSC0003DMG400021516,0.01015528772828575
PGSC0003DMG401023696,0.020139565037245736
PGSC0003DMG400021650,0.023090510615124328
PGSC0003DMG400011529,0.022427187937129917
PGSC0003DMG400021649,0.011341570215750616
PGSC0003DMG401025397,0.02014546888727807
PGSC0003DMG401023109,0.03350748425742057
PGSC0003DMG401028329,0.04491342908163932
PGSC0003DMG400011446,0.008649713805999501
PGSC0003DMG401025510,0.01989274359865731
PGSC0003DMG400021670,0.010191372917570137
PGSC0003DMG401025908,0.04953371003319986
PGSC0003DMG400021512,0.010694623192483077
PGSC0003DMG400021709,0.010762170081544599
PGSC0003DMG400021773,0.023727216386237805
PGSC0003DMG400021803,0.020355106793182323
PGSC0003DMG400011436,0.008963768788689564
PGSC0003DMG401026486,0.044984300798397
PGSC0003DMG401027437,0.020791615132105392
PGSC0003DMG400010605,0.04122862289581809
PGSC0003DMG400011713,0.008779593421541191
PGSC0003DMG400010672,0.017587687259533732
PGSC0003DMG401022780,0.041923491053756666
PGSC0003DMG400010552,0.04279690043982056
PGSC0003DMG400021431,0.010565093841297996
PGSC0003DMG400010820,0.0198185324270191
PGSC0003DMG400010773,0.04699291114424383
PGSC0003DMG401027685,0.020128819456068568
PGSC0003DMG400011552,0.021092061407378997
PGSC0003DMG400011653,0.008458731369502556
PGSC0003DMG400021789,0.01039606661151765
PGSC0003DMG401023992,0.020057380000085737
PGSC0003DMG400011374,0.009237543370369479
PGSC0003DMG400010481,0.03338090392658144
PGSC0003DMG401022737,0.02099505395793596
PGSC0003DMG401024463,0.04006597908045536
PGSC0003DMG400021652,0.02482024019269991
PGSC0003DMG400021673,0.010370065851482207
PGSC0003DMG401025167,0.020340216199689884
PGSC0003DMG400011589,0.021428085925782065
PGSC0003DMG400021595,0.010346822627199711
PGSC0003DMG401025438,0.04319783277734865
PGSC0003DMG400021740,0.010654142981578591
PGSC0003DMG400010656,0.017903870164750015
PGSC0003DMG401026992,0.020008138190942465
PGSC0003DMG401026387,0.020087466989472558
PGSC0003DMG401023951,0.04349435850928061
PGSC0003DMG400010897,0.01876852265169788
PGSC0003DMG401028489,0.02022954692011294
PGSC0003DMG400011382,0.023496232964160646
PGSC0003DMG400010826,0.032689234883490216
PGSC0003DMG400011665,0.008624907925053311
PGSC0003DMG400011672,0.021290022861181396
PGSC0003DMG400010489,0.034856285937255045
PGSC0003DMG400010819,0.019132315913171674
PGSC0003DMG400021722,0.010716019568339811
PGSC0003DMG400021399,0.010220461576331238
PGSC0003DMG401025828,0.020553564945590935
PGSC0003DMG401028487,0.020572652784877
PGSC0003DMG401027256,0.04786826296394884
PGSC0003DMG400010894,0.04546112519841529
PGSC0003DMG400011399,0.008927165367368466
PGSC0003DMG400010815,0.03253196792857703
PGSC0003DMG401025057,0.019903868735833313
PGSC0003DMG400010895,0.01784947883325277
PGSC0003DMG400021449,0.010419957028804518
PGSC0003DMG401025549,0.020626782573585127
PGSC0003DMG401023373,0.019921298011090844
PGSC0003DMG400010801,0.018339574935045528
PGSC0003DMG400011640,0.010194050847787491
PGSC0003DMG401027531,0.020145540652067764
PGSC0003DMG400010669,0.028504578963569973
PGSC0003DMG400021459,0.010507448288753555
PGSC0003DMG400010479,0.045074647884305104
PGSC0003DMG401025066,0.020131288164834116
PGSC0003DMG400021776,0.020422634576915302
PGSC0003DMG400010759,0.020497047781545583
PGSC0003DMG400021413,0.020422354365430013
PGSC0003DMG401028319,0.03971290588378906
PGSC0003DMG400011494,0.008325615788939002
PGSC0003DMG400010892,0.01915850368231834
PGSC0003DMG401022673,0.019929153863402913
PGSC0003DMG400021539,0.01034566038638005
PGSC0003DMG400021567,0.020676259405425872
PGSC0003DMG400021559,0.010194267374844305
PGSC0003DMG401024473,0.020111257814643374
PGSC0003DMG400011775,0.023222897805037203
PGSC0003DMG401023640,0.039528234347850584
PGSC0003DMG400011497,0.023618831857416984
PGSC0003DMG400011602,0.021216636110028757
PGSC0003DMG401025892,0.020632450397198018
PGSC0003DMG400011445,0.008949641194287842
PGSC0003DMG400021421,0.01156159115952124
PGSC0003DMG400010582,0.01906620140458429
PGSC0003DMG400010710,0.01774403562513881
PGSC0003DMG400021733,0.021056079705290883
PGSC0003DMG400021453,0.022899156420776164
PGSC0003DMG400011398,0.0092281586737784
PGSC0003DMG400010518,0.017805845841117527
PGSC0003DMG400021710,0.010335006777551616
PGSC0003DMG400021562,0.011688554824294152
PGSC0003DMG400010507,0.017856580357886478
PGSC0003DMG401028252,0.045213144359779994
PGSC0003DMG401024548,0.01987033544176797
PGSC0003DMG400021684,0.010876171576956875
PGSC0003DMG400021508,0.010994839548865622
PGSC0003DMG400011358,0.010902896747366216
PGSC0003DMG400011633,0.00931665296347591
PGSC0003DMG400021815,0.01028242015679412
PGSC0003DMG401027395,0.03739992990142924
PGSC0003DMG400010637,0.018866937694740932
PGSC0003DMG400011599,0.022670002333906935
PGSC0003DMG400010795,0.04134273210098113
PGSC0003DMG400010703,0.01782831140983862
PGSC0003DMG401025958,0.021460225350880702
PGSC0003DMG400021444,0.021501176544342297
PGSC0003DMG400010691,0.04627439888026005
PGSC0003DMG400021441,0.01014589905141789
PGSC0003DMG400011347,0.008754023327453307
PGSC0003DMG400010728,0.04057408017059632
PGSC0003DMG400021448,0.011108029067814848
PGSC0003DMG400011537,0.0087966114929403
PGSC0003DMG401024930,0.019922100181962336
PGSC0003DMG400011707,0.02284668045171314
PGSC0003DMG400010809,0.020213071319171817
PGSC0003DMG401023233,0.0481329538351716
PGSC0003DMG400010551,0.03856982036577818
PGSC0003DMG400010474,0.017950306768002716
PGSC0003DMG401025696,0.038038805575673795
PGSC0003DMG400010841,0.018484165038552172
PGSC0003DMG400010845,0.018012069140788303
PGSC0003DMG400021422,0.024583520395727906
PGSC0003DMG401027248,0.020635113668282294
PGSC0003DMG400011780,0.008486521661978134
PGSC0003DMG400021678,0.010717239125145099
PGSC0003DMG401027913,0.01999390643575917
PGSC0003DMG400021664,0.010593310023388997
PGSC0003DMG400021603,0.012472498994040768
PGSC0003DMG400011669,0.008696794907915374
PGSC0003DMG401023885,0.020231854556794947
PGSC0003DMG401024603,0.020766674475526332
PGSC0003DMG401026412,0.020195401233175526
PGSC0003DMG400011579,0.008662585225049561
PGSC0003DMG400021651,0.023383156485071964
PGSC0003DMG400011544,0.008623263274687957
PGSC0003DMG400010478,0.01876443524823141
PGSC0003DMG400021538,0.019545139573850297
PGSC0003DMG401028457,0.020175788713538128
PGSC0003DMG400011500,0.008851863307029457
PGSC0003DMG400010546,0.03870799469708599
PGSC0003DMG400021418,0.010094420539715852
PGSC0003DMG401023438,0.02328464099794726
PGSC0003DMG400011512,0.008496403097111315
PGSC0003DMG400010501,0.018639173794749588
PGSC0003DMG400021492,0.010059427538379804
PGSC0003DMG400011684,0.021504906859740193
PGSC0003DMG400010882,0.046281007620004505
PGSC0003DMG400021613,0.010368698228380716
PGSC0003DMG400010802,0.018668551110104972
PGSC0003DMG400021791,0.010577470909972023
PGSC0003DMG400010485,0.01820647676652889
PGSC0003DMG401023624,0.020162831182065216
PGSC0003DMG400011542,0.009631796153837533
PGSC0003DMG400010732,0.019154783076665873
PGSC0003DMG400011423,0.008476836056462513
PGSC0003DMG400021630,0.01463275998582028
PGSC0003DMG400011435,0.017689265472463057
PGSC0003DMG401022625,0.02030590306157651
PGSC0003DMG400010645,0.018327524829468998
PGSC0003DMG400021685,0.01013866688850925
PGSC0003DMG401026367,0.041768160153392166
PGSC0003DMG400011740,0.010620665669640237
PGSC0003DMG400011357,0.019557182299274833
PGSC0003DMG400010658,0.01783060150401648
PGSC0003DMG401025826,0.045151806196640165
PGSC0003DMG400011619,0.0226595835614085
PGSC0003DMG400010851,0.018688713826463373
PGSC0003DMG400021825,0.02239257385814329
PGSC0003DMG401026177,0.05129629792178355
PGSC0003DMG400021464,0.020033537047932263
PGSC0003DMG401027860,0.019845102941710813
PGSC0003DMG400011730,0.008902001261512107
PGSC0003DMG400021477,0.010074929124325862
PGSC0003DMG400011429,0.024201647865155305
PGSC0003DMG400011588,0.008434876774706706
PGSC0003DMG400011478,0.021592772265706515
PGSC0003DMG400021826,0.02376836607969663
PGSC0003DMG400021546,0.010169080979437979
PGSC0003DMG400010768,0.044855628125244955
PGSC0003DMG400010770,0.04875364590648026
PGSC0003DMG400021580,0.026044092512687977
PGSC0003DMG400021828,0.010787922472308992
PGSC0003DMG400011785,0.021532332558862752
PGSC0003DMG400021797,0.010325149224079113
PGSC0003DMG400011771,0.009556613501801913
PGSC0003DMG400011723,0.008614221677955284
PGSC0003DMG400021814,0.026042610257615232
PGSC0003DMG400011547,0.021463292269953502
PGSC0003DMG401024092,0.020675665558779917
PGSC0003DMG400021727,0.012661168093673375
PGSC0003DMG401026407,0.02033367922473512
PGSC0003DMG400011565,0.019732335175019076
PGSC0003DMG400011463,0.02161668099226657
PGSC0003DMG400021577,0.02066880832729435
PGSC0003DMG401022600,0.04086101812662488
PGSC0003DMG400021817,0.0243174771036648
PGSC0003DMG400010504,0.03154836291054818
PGSC0003DMG400011381,0.02211051393231884
PGSC0003DMG400021556,0.01036035158797377
PGSC0003DMG400011353,0.008724893273813697
PGSC0003DMG400021410,0.02173187179438061
PGSC0003DMG400010664,0.02079166297529852
PGSC0003DMG400021745,0.010628095254277149
PGSC0003DMG400010834,0.018254793607271634
PGSC0003DMG400010609,0.01905646850432839
PGSC0003DMG400021540,0.022483088536334156
PGSC0003DMG400011685,0.01440127186464746
PGSC0003DMG401027186,0.02032245680639975
PGSC0003DMG400010850,0.018081848437969502
PGSC0003DMG400021720,0.010507402913598266
PGSC0003DMG400011631,0.009660035421533856
PGSC0003DMG400011666,0.018927816158543047
PGSC0003DMG401027016,0.020275953222676665
PGSC0003DMG400021498,0.010259405400398776
PGSC0003DMG400010617,0.01852861933883616
PGSC0003DMG401024557,0.020608056747793754
PGSC0003DMG400011568,0.008494916065706435
PGSC0003DMG400011393,0.008414986535583395
PGSC0003DMG400010821,0.019591763665444874
PGSC0003DMG400010638,0.0200710886696908
PGSC0003DMG400011538,0.009606359000994089
PGSC0003DMG400010767,0.04235136867765599
PGSC0003DMG400010843,0.040889593271108776
PGSC0003DMG400010705,0.017930147241190523
PGSC0003DMG400010540,0.018715560236902143
PGSC0003DMG400011641,0.008968182915638206
PGSC0003DMG401026985,0.02088010111780071
PGSC0003DMG400011493,0.00857540044641256
PGSC0003DMG400010839,0.03580986775682124
PGSC0003DMG401026419,0.03979582770612328
PGSC0003DMG401027324,0.04012194923732592
PGSC0003DMG400021690,0.016563214921394055
PGSC0003DMG400010545,0.0471594660577168
PGSC0003DMG400021686,0.010297593767933535
PGSC0003DMG400011434,0.008802504690740265
PGSC0003DMG400010807,0.04856334801102961
PGSC0003DMG401028513,0.020135881111374668
PGSC0003DMG400021537,0.01058285463234419
PGSC0003DMG400010828,0.047832536856865004
PGSC0003DMG400011484,0.01884630645853848
PGSC0003DMG400010750,0.01867199741478349
PGSC0003DMG401023481,0.04232768310751006
PGSC0003DMG400010761,0.0477198693265883
PGSC0003DMG400010825,0.018190742735081294
PGSC0003DMG400021560,0.010193670333327355
PGSC0003DMG401025689,0.021993751908624452
PGSC0003DMG400011515,0.01985216538774748
